frequency_rank,spanish,part_of_speech,english_meaning,korean,category_code
1628,acostumbrar,v,be accustomed to,익숙해지다,A-3
1629,fácilmente,adv,easily,쉽게,A-3
1630,claridad,nf,"clearness, clarity",명확함,A-2
1631,negativo,adj,"negative, pessimistic",부정적인,A-2
1632,revisar,v,"check, revise, inspect",검토하다,A-2
1633,carecer,v,be without,~이 없다,B-2
1634,científico,adj,scientific,과학적인,A-2
1635,arena,nf,sand,모래,B-2
1636,postura,nf,"posture, position, attitude",자세,A-3
1637,salón,nm,"hall, room","홀, 거실",B-2
1638,escenario,nm,"stage, setting, scene",무대,A-3
1639,armado,adj,armed,무장한,B-2
1640,largo,nm,a lo largo: throughout; length,~동안 내내,B-3
1641,prometer,v,promise,약속하다,A-2
1642,contento,adj,"happy, content",행복한,A-3
1643,hotel,nm,hotel,호텔,A-1-a
1644,oficio,nm,"job, occupation, function","직업, 직무",A-3
1645,descender,v,descend,내려가다,A-2
1646,cubierto,adj,covered,덮인,B-2
1647,fila,nf,"line, row, file","줄, 열",B-2
1648,patrón,nm,"employer, landlord, patron saint","고용주, 패턴",A-3
1649,pecho,nm,"chest, breast",가슴,B-2
1650,tienda,nf,"shop, store, tent",가게,B-2
1651,típico,adj,typical,전형적인,A-2
1652,protección,nf,protection,보호,A-2
1653,funcionario,nm,civil servant,공무원,A-2
1654,reproducir,v,"reproduce, repeat",재생산하다,A-2
1655,constar,v,"consist of, comprise",~로 구성되다,A-2
1656,crítico,adj,critical,비판적인,A-2
1657,transporte,nm,"transportation, transport",교통,A-2
1658,red,nf,"network, net, system","그물, 네트워크",B-2
1659,caída,nf,"fall, drop, falling",낙하,B-2
1660,castellano,adj,"Castilian, Spanish",카스티야의,B-2
1661,asociar,v,associate with,연관시키다,A-2
1662,desconocer,v,"not know, not recognize",모르다,B-2
1663,valle,nm,valley,계곡,A-1-b
1664,fallar,v,"fail, miss",실패하다,B-2
1665,vuelo,nm,flight,비행,B-2
1666,vecino,adj,"nearby, neighboring",이웃의,B-2
1667,sexo,nm,sex,"성, 성별",A-1-a
1668,iniciativa,nf,initiative,"주도권, 계획",A-2
1669,increíble,adj,"incredible, unbelievable",믿을 수 없는,A-2
1670,concentración,nf,"concentration, gathering",집중,A-2
1671,grito,nm,"cry, shout, scream",외침,B-2
1672,esencia,nf,essence,본질,A-2
1673,cocina,nf,kitchen,부엌,B-2
1674,mental,adj,mental,정신의,A-1-a
1675,reflejo,nm,reflection,반사,A-2
1676,definición,nf,definition,정의,A-2
1677,preocupado,adj,"worried, concerned",걱정하는,A-3
1678,perdonar,v,"forgive, excuse",용서하다,A-3
1679,obstante,adj,no + obstante: nevertheless,그럼에도 불구하고,B-2
1680,abogado,nm/f,lawyer,변호사,A-3
1681,agradecer,v,thank for,감사하다,B-2
1682,admirar,v,admire,감탄하다,A-2
1683,sesión,nf,"session, meeting",회의,A-2
1684,íntimo,adj,"close, intimate",친밀한,A-3
1685,reloj,nm,"clock, watch",시계,B-2
1686,estrecho,adj,narrow,좁은,B-2
1687,muchacho,nm,boy,소년,B-2
1688,octubre,nm,October,10월,A-3
1689,exposición,nf,"exhibition, display",전시회,A-2
1690,ingreso,nm,"entrance, admission, income","입장, 수입",A-3
1691,revelar,v,"reveal, disclose",드러내다,A-2
1692,dibujo,nm,"drawing, sketch",그림,B-2
1693,frecuente,adj,frequent,잦은,A-2
1694,inevitable,adj,"inevitable, unavoidable",불가피한,A-2
1695,hueso,nm,bone,뼈,A-3
1696,ligero,adj,"light (in weight), slight",가벼운,B-2
1697,militar,nm,"soldier, military person",군인,A-2
1698,motor,nm,"engine, motor",모터,A-1-a
1699,oposición,nf,opposition,반대,A-2
1700,patio,nm,"courtyard, playground, yard",안뜰,A-1-a
1701,fruta,nf,fruit,과일,A-1-a
1702,ideal,nm,"ideal, goal",이상,A-1-a
1703,izquierdo,adj,left (opposite of right),왼쪽의,B-2
1704,ti,pron,you (obj prep-sg/+fam),너,B-1
1705,actor,nm,actor,배우,A-1-a
1706,confusión,nf,confusion,혼란,A-2
1707,bonito,adj,"pretty, nice",예쁜,B-2
1708,agregar,v,"add, gather",추가하다,A-3
1709,corriente,adj,"current, common","흐르는, 보통의",A-2
1710,traje,nm,"suit, dress, costume",정장,B-2
1711,exigencia,nf,"requirement, demand",요구,B-2
1712,víctima,nf,"victim, casualty",희생자,A-1-b
1713,playa,nf,"beach, seaside",해변,B-2
1714,trabajador,nm/f,"worker, laborer",노동자,B-2
1715,primario,adj,primary,주요한,A-2
1716,hierro,nm,iron,철,B-2
1717,ideal,adj,ideal,이상적인,A-1-a
1718,completar,v,complete,완성하다,A-2
1719,tela,nf,"cloth, fabric",천,B-2
1720,ancho,adj,wide,넓은,B-2
1721,producción,nf,production,생산,A-2
1722,febrero,nm,February,2월,A-3
1723,símbolo,nm,symbol,상징,A-2
1724,agradable,adj,"nice, pleasant",즐거운,B-2
1725,medicina,nf,medicine,"의학, 약",A-2
1726,combatir,v,fight against,싸우다,A-2
1727,búsqueda,nf,search,수색,B-2
1728,colectivo,adj,"collective, joint",집단적인,A-2
1729,tranquilidad,nf,"tranquility, peace",평온,A-2
1730,espejo,nm,"mirror, reflection",거울,B-2
1731,secreto,adj,secret,비밀의,A-1-b
1732,comprensión,nf,understanding,이해,A-2
1733,incapaz,adj,incapable,무능한,A-2
1734,cerebro,nm,brain,뇌,B-2
1735,satisfecho,adj,satisfied,만족한,B-2
1736,reducido,adj,"reduced, limited",줄어든,A-2
1737,tiro,nm,"throw, shot","발사, 슛",B-2
1738,aportar,v,"provide, contribute",기여하다,B-2
1739,derivar,v,"derive, come (from)",~에서 비롯되다,A-2
1740,abuelo,nm,grandfather,할아버지,B-2
1741,prohibir,v,"prohibit, forbid",금지하다,A-2
1742,proporcionar,v,supply,제공하다,A-2
1743,maravilloso,adj,"wonderful, marvelous",놀라운,B-2
1744,saludar,v,"greet, say hello",인사하다,A-3
1745,relacionar,v,relate,관련시키다,A-2
1746,declaración,nf,"declaration, statement",선언,A-2
1747,relativo,adj,relative,상대적인,A-2
1748,sujeto,nm,"subject, individual","주체, 개인",A-2
1749,investigar,v,investigate,조사하다,A-2
1750,ubicar,v,"find, locate",위치하다,B-2
1751,enseñanza,nf,"teaching, instruction",가르침,B-2
1752,musical,adj,musical,음악의,A-2
1753,permiso,nm,"permission, permit",허가,A-2
1754,evolución,nf,"evolution, development",진화,A-2
1755,tío,nm,"uncle, guy",삼촌,B-2
1756,moral,nf,"morals, ethics",도덕,A-1-a
1757,redondo,adj,round,둥근,B-2
1758,modificar,v,modify,수정하다,A-2
1759,sujeto,adj,"fastened, subject to","고정된, ~에 따르는",A-2
1760,parque,nm,park,공원,A-1-a
1761,ingeniero,nm/f,engineer,엔지니어,A-2
1762,lavar,v,wash,씻다,B-2
1763,borde,nm,edge,가장자리,B-2
1764,invadir,v,"invade, overcome",침략하다,A-2
1765,entusiasmo,nm,enthusiasm,열정,A-2
1766,evidentemente,adv,"evidently, obviously",분명히,A-2
1767,independencia,nf,independence,독립,A-2
1768,mentira,nf,lie,거짓말,B-2
1769,exclusivamente,adv,exclusively,독점적으로,A-2
1770,sueldo,nm,"salary, pay",급여,B-2
1771,desplazar,v,"replace, move, shift",이동시키다,B-2
1772,comparación,nf,comparison,비교,A-2
1773,setenta,num,seventy,일흔,B-2
1774,romano,adj,Roman,로마의,A-1-b
1775,sagrado,adj,sacred,신성한,A-3
1776,seno,nm,"breast, bosom, cavity",가슴,B-2
1777,adelantar,v,move forward,앞당기다,B-2
1778,canto,nm,"singing, chant",노래,B-2
1779,potencia,nf,"power, potential",힘,A-3
1780,examinar,v,"examine, inspect",검사하다,A-2
1781,oficial,nc,"official, officer",공무원,A-2
1782,fortuna,nf,"fortune, fate","재산, 행운",A-1-b
1783,crimen,nm,"crime, murder",범죄,A-1-b
1784,suave,adj,"soft, gentle, mild",부드러운,B-2
1785,opuesto,adj,"opposite, contrary",반대의,B-2
1786,sustituir,v,"substitute, replace",대체하다,A-2
1787,ciudadano,nm,citizen,시민,B-2
1788,implicar,v,"implicate, imply",함축하다,A-3
1789,baño,nm,"bathroom, bath, swim","목욕, 화장실",B-2
1790,sabio,adj,"wise, learned",현명한,B-2
1791,ingresar,v,"join, deposit, admit",들어가다,B-2
1792,respirar,v,breathe,호흡하다,A-3
1793,caliente,adj,"hot, warm, spirited",뜨거운,B-2
1794,reconocimiento,nm,"recognition, acknowledgment",인정,B-2
1795,exterior,nm,"exterior, outside",외부,A-1-a
1796,sexual,adj,sexual,성의,A-2
1797,respectivo,adj,respective,각각의,A-2
1798,situado,adj,"situated, located",위치한,A-2
1799,crédito,nm,"credit, reputation",신용,A-2
1800,alternativa,nf,alternative,대안,A-2
1801,rodeado,adj,surrounded,둘러싸인,B-2
1802,esconder,v,"hide, conceal",숨기다,B-2
1803,cuando,adv,when,~할 때,B-2
1804,canal,nm,"channel, canal",채널,A-1-a
1805,suficientemente,adv,enough,충분히,A-2
1806,agente,nc,agent,요원,A-2
1807,pago,nm,payment,지불,B-2
1808,filosofía,nf,philosophy,철학,A-2
1809,alterar,v,"alter, modify",바꾸다,A-1-b
1810,lector,nm,"reader, lecturer",독자,A-3
1811,emitir,v,"emit, give (off)",방출하다,A-2
1812,magnífico,adj,"magnificent, splendid",훌륭한,A-2
1813,triunfo,nm,"triumph, victory",승리,A-2
1814,inclinar,v,"bow, tilt, incline",기울이다,A-2
1815,campesino,adj,rural,시골의,A-3
1816,sábado,nm,Saturday,토요일,B-2
1817,amiga,nf,friend (f),여자 친구,B-2
1818,carretera,nf,"highway, road",도로,B-2
1819,desprender,v,"detach, release, remove",떼어내다,B-2
1820,efectivo,adj,effective,효과적인,A-2
1821,victoria,nf,"victory, triumph",승리,A-1-b
1822,circular,v,"circulate, go around, flow",순환하다,A-2
1823,pelear,v,"fight, struggle",싸우다,B-2
1824,pájaro,nm,bird,새,B-2
1825,biblioteca,nf,library,도서관,A-3
1826,reflexión,nf,reflection,"반사, 성찰",A-2
1827,aplicado,adj,applied,응용된,A-2
1828,aconsejar,v,"advise, counsel",조언하다,B-2
1829,vocación,nf,"vocation, calling",소명,A-2
1830,casado,adj,married,결혼한,B-2
1831,continente,nm,continent,대륙,A-2
1832,severo,adj,severe,엄격한,A-1-b
1833,tabla,nf,"chart, board, table, plank","표, 판자",A-1-b
1834,justo,adj,"fair, just",공정한,A-1-a
1835,ensayo,nm,"essay, rehearsal","에세이, 리허설",B-2
1836,plato,nm,"plate, dish",접시,B-2
1837,jardín,nm,garden,정원,B-2
1838,imaginación,nf,"imagination, fantasy",상상력,A-2
1839,precioso,adj,"beautiful, precious",아름다운,A-3
1840,probable,adj,probable,아마도,A-2
1841,poesía,nf,"poetry, poem",시,A-3
1842,guardia,nc,"guard, watch, lookout",경비원,A-3
1843,privilegio,nm,privilege,특권,A-2
1844,monte,nm,mountain,산,A-3
1845,conmigo,pron,with me,나와 함께,B-1
1846,arrojar,v,"throw, fling",던지다,B-2
1847,precisión,nf,precision,정확성,A-2
1848,sacrificio,nm,sacrifice,희생,A-2
1849,criticar,v,criticize,비판하다,A-2
1850,hundir,v,"sink, submerge",가라앉다,B-2
1851,hilo,nm,"thread, yarn, wire",실,A-3
1852,entendido,adj,understood,이해된,B-2
1853,aparentemente,adv,apparently,겉보기에는,A-2
1854,aparición,nf,"appearance, apparition",출현,A-2
1855,poema,nm,poem,시,A-1-b
1856,avanzado,adj,advanced,진보된,A-2
1857,curiosidad,nf,"curiosity, quaintness",호기심,A-2
1858,afuera,adv,outside,밖에,B-2
1859,diente,nm,"tooth, cog",이,A-3
1860,primo,nm,cousin,사촌,A-3
1861,encerrar,v,shut (in),가두다,B-2
1862,latino,adj,Latin,라틴의,A-1-a
1863,apariencia,nf,"appearance, aspect",외모,B-2
1864,novedad,nf,"latest news, newness",새로움,B-2
1865,espiritual,adj,spiritual,정신적인,A-2
1866,limitado,adj,limited,제한된,A-2
1867,castigo,nm,"punishment, penalty",처벌,B-2
1868,constantemente,adv,constantly,끊임없이,A-2
1869,denominar,v,"call, name",명명하다,A-2
1870,vestido,adj,dressed,옷을 입은,B-2
1871,carro,nm,"car, cart",자동차,A-1-b
1872,eterno,adj,eternal,영원한,A-2
1873,aumento,nm,"increase, rise",증가,B-2
1874,pobreza,nf,"poverty, lack, scarcity",가난,B-2
1875,impulsar,v,"push, promote, drive",추진하다,A-2
1876,caro,adj,"expensive, difficult, dear",비싼,B-2
1877,empujar,v,"push, shove",밀다,B-2
1878,dólar,nm,dollar,달러,A-1-a
1879,inicial,adj,initial,처음의,A-1-a
1880,local,nm,"place, quarters",장소,A-1-a
1881,dictar,v,"dictate, announce","구술하다, 포고하다",A-3
1882,dulce,adj,sweet,달콤한,B-2
1883,chocar,v,"crash into, collide with",충돌하다,B-2
1884,industria,nf,"industry, factory",산업,A-2
1885,caballero,nm,"gentleman, knight",신사,B-2
1886,especialista,nc,specialist,전문가,A-2
1887,temporada,nf,"season, period, time",시즌,A-3
1888,divino,adj,divine,신성한,A-1-b
1889,humor,nm,"mood, humor","기분, 유머",A-1-a
1890,borrar,v,erase,지우다,B-2
1891,nación,nf,nation,국가,A-2
1892,felicidad,nf,happiness,행복,A-3
1893,amante,nc,lover,연인,B-2
1894,alejado,adj,"remote, distant, aloof",멀리 떨어진,B-2
1895,aguantar,v,"endure, put up with",참다,B-2
1896,coger,v,"hold, take, catch",잡다,A-3
1897,cálculo,nm,"calculation, calculus",계산,A-2
1898,composición,nf,"composition, make-up, essay",구성,A-2
1899,rapidez,nf,"speed, velocity",빠름,B-2
1900,huevo,nm,egg,달걀,B-2
1901,elemental,adj,"elemental, basic",기본적인,A-2
1902,crecimiento,nm,"growth, increase",성장,B-2
1903,clave,nf,key,열쇠,B-2
1904,golpear,v,"hit, strike",치다,B-2
1905,tragedia,nf,tragedy,비극,A-2
1906,colección,nf,collection,수집품,A-2
1907,chica,nf,"girl, female",소녀,B-2
1908,prestigio,nm,prestige,명성,A-2
1909,ascender,v,"ascend, be promoted",오르다,A-2
1910,sección,nf,"section, cut",부분,A-2
1911,complicar,v,"complicate, make difficult",복잡하게 만들다,A-2
1912,anciano,adj,"elderly, aged",나이든,B-2
1913,fiel,adj,"faithful, loyal",충실한,A-3
1914,roto,adj,"broken, torn",부서진,B-2
1915,bolsa,nf,"bag, purse, stock exchange","가방, 증권거래소",B-2
1916,cinta,nf,"tape, ribbon, film, strip",테이프,B-2
1917,engañar,v,"trick, deceive",속이다,B-2
1918,elegante,adj,"elegant, smart, stylish",우아한,A-2
1919,agotar,v,"exhaust, wear out, run out",다 써버리다,B-2
1920,cuello,nm,"neck, collar",목,B-2
1921,continuación,nf,"continuation, follow-up",계속,A-2
1922,abril,nm,April,4월,A-3
1923,precisar,v,"do exactly, specify",정확히 하다,A-2
1924,actuación,nf,"performance, acting",연기,B-2
1925,factor,nm,"factor, cause, influence",요인,A-1-a
1926,esquina,nf,corner,모퉁이,B-2
1927,hombro,nm,shoulder,어깨,B-2
1928,infancia,nf,"infancy, childhood",유년기,A-2
1929,suspender,v,"suspend, hang, fail","중단하다, 매달다",A-2
1930,descanso,nm,"rest, interval, break",휴식,B-2
1931,ampliar,v,"enlarge, increase, expand",확대하다,B-2
1932,zapato,nm,shoe,신발,B-2
1933,parecer,nm,"opinion, looks",의견,B-2
1934,familiar,nm,relative,친척,A-1-a
1935,mérito,nm,"worth, merit","장점, 공로",A-1-b
1936,cultivar,v,"cultivate, produce",경작하다,A-2
1937,oportuno,adj,"opportune, timely",시기적절한,A-2
1938,explotar,v,"explode, exploit","폭발하다, 착취하다",A-2
1939,significativo,adj,"significant, meaningful",의미있는,A-2
1940,despedir,v,"say goodbye (to), dismiss","작별하다, 해고하다",B-2
1941,suelto,adj,loose,느슨한,B-2
1942,muro,nm,"(outer) wall, rampart",벽,A-3
1943,colaborar,v,"collaborate, work together",협력하다,A-2
1944,menudo,adv,a menudo: often,자주,B-2
1945,invertir,v,invest,투자하다,A-2
1946,montón,nm,"lot of, heap, pile",더미,B-2
1947,revolucionario,adj,revolutionary,혁명적인,A-2
1948,disco,nm,"disc, disk, record","디스크, 음반",A-1-b
1949,indispensable,adj,"indispensable, essential",필수적인,A-2
1950,demanda,nf,"petition, request, demand","수요, 요구",A-2
1951,mundial,adj,worldwide,세계적인,B-2
1952,mueble,nm,(piece of) furniture,가구,B-2
1953,desastre,nm,disaster,재앙,A-2
1954,secreto,nm,secret,비밀,A-1-b
1955,oriental,adj,"eastern, oriental",동양의,A-2
1956,regular,adj,regular,규칙적인,A-1-a
1957,angustia,nf,"anguish, distress",불안,B-2
1958,provenir,v,"come from, be from",~에서 오다,B-2
1959,forzar,v,force,강요하다,A-1-b
1960,doméstico,adj,domestic,가정의,A-2
1961,nube,nf,cloud,구름,B-2
1962,criar,v,"bring up, rear",기르다,B-2
1963,miseria,nf,"misery, wretchedness",비참함,A-1-b
1964,personalmente,adv,personally,개인적으로,A-2
1965,peor,adj,"worse, worst",더 나쁜,B-2
1966,significado,nm,meaning,의미,A-3
1967,fama,nf,"reputation, fame","명성, 평판",A-1-b
1968,palacio,nm,palace,궁전,A-1-b
1969,oído,nm,"hearing, ear","청각, 귀",B-2
1970,conveniente,adj,convenient,편리한,A-2
1971,polvo,nm,"dust, powder","먼지, 가루",B-2
1972,confesar,v,"confess, admit",고백하다,A-2
1973,mecánico,adj,mechanical,기계의,A-2
1974,sacerdote,nm,priest,사제,B-2
1975,lentamente,adv,slowly,천천히,B-2
1976,eficaz,adj,effective,효과적인,A-3
1977,lección,nf,lesson,수업,A-3
1978,rosa,nf,rose,장미,A-1-a
1979,nocturno,adj,"nocturnal, evening",야간의,A-2
1980,posiblemente,adv,possibly,아마도,A-2
1981,doblar,v,"bend, turn",구부리다,B-2
1982,disminuir,v,"decrease, diminish",감소하다,A-3
1983,averiguar,v,"investigate, find out",알아내다,B-2
1984,sospechar,v,"suspect, suppose",의심하다,A-2
1985,pasear,v,"go for a walk, ride",산책하다,B-2
1986,olor,nm,"smell, odor, fragrance",냄새,A-3
1987,radical,adj,radical,급진적인,A-1-a
1988,decidido,adj,"determined, resolute",단호한,B-2
1989,contrato,nm,"contract, agreement",계약,A-2
1990,presentación,nf,"presentation, introduction",발표,A-2
1991,cárcel,nf,"jail, prison",감옥,A-3
1992,división,nf,division,분할,A-2
1993,revés,nm,"al revés: backwards, upside down, inside out",반대,B-2
1994,sucio,adj,"dirty, filthy, underhanded",더러운,B-2
1995,depositar,v,"deposit, place, store","예금하다, 놓다",A-2
1996,captar,v,"capture, attract","포착하다, 끌다",B-2
1997,cualidad,nf,"quality, attribute",특성,B-2
1998,empeñar,v,[se] to insist on,고집하다,B-2
1999,sobrevivir,v,"survive, outlive",생존하다,A-3
2000,índice,nm,"index, forefinger","지수, 색인",A-3
2001,salvaje,adj,"wild, savage, uncultivated","야생의, 야만적인",A-3
2002,marzo,nm,March,3월,A-3
2003,atmósfera,nf,"atmosphere, environment","대기, 분위기",A-2
2004,planeta,nm,planet,행성,A-1-b
2005,industrial,adj,industrial,산업의,A-2
2006,orgullo,nm,pride,자부심,B-2
2007,jornada,nf,"(working) day, shift","하루 일과, 여정",A-3
2008,desnudo,adj,"nude, naked",벌거벗은,B-2
2009,querido,adj,"dear, beloved","사랑하는, 친애하는",B-2
2010,absurdo,adj,absurd,불합리한,A-2
2011,dramático,adj,dramatic,극적인,A-2
2012,palo,nm,"stick, pole",막대기,A-3
2013,diseño,nm,design,디자인,A-3
2014,liberal,adj,liberal,자유주의의,A-1-a
2015,lógica,nf,logic,논리,A-2
2016,herencia,nf,"inheritance, legacy",유산,A-3
2017,legal,adj,legal,합법적인,A-1-a
2018,artificial,adj,artificial,인공적인,A-2
2019,deporte,nm,sport,스포츠,B-2
2020,reina,nf,queen,여왕,A-3
2021,bandera,nf,flag,깃발,B-2
2022,influir,v,(have) influence,영향을 미치다,A-2
2023,maravilla,nf,"wonder, marvel",경이,B-2
2024,modesto,adj,"modest, humble",겸손한,A-2
2025,banda,nf,"(musical) band, sash","밴드, 띠",A-1-b
2026,cristal,nm,"glass, crystal, window","유리, 수정",A-1-a
2027,objetivo,adj,"objective, impartial",객관적인,A-2
