순위,스페인어,품사,의미,분류코드
2001,salvaje,adj,"wild, savage, uncultivated",A-3
2002,marzo,nm,March,A-3
2003,atmósfera,nf,"atmosphere, environment",A-2
2004,planeta,nm,planet,A-1-b
2005,industrial,adj,industrial,A-2
2006,orgullo,nm,pride,B-2
2007,jornada,nf,"(working) day, shift",A-3
2008,desnudo,adj,"nude, naked",B-2
2009,querido,adj,"dear, beloved",B-2
2010,absurdo,adj,absurd,A-2
2011,dramático,adj,dramatic,A-2
2012,palo,nm,"stick, pole",B-2
2013,diseño,nm,design,A-3
2014,liberal,adj,liberal,A-1-a
2015,lógica,nf,logic,A-2
2016,herencia,nf,"inheritance, legacy",A-3
2017,legal,adj,legal,A-1-a
2018,artificial,adj,artificial,A-2
2019,deporte,nm,sport,B-2
2020,reina,nf,queen,A-3
2021,bandera,nf,flag,B-2
2022,influir,v,(have) influence,A-2
2023,maravilla,nf,"wonder, marvel",B-2
2024,modesto,adj,"modest, humble",A-2
2025,banda,nf,"(musical) band, sash",A-1-b
2026,cristal,nm,"glass, crystal, window",A-1-a
2027,objetivo,adj,"objective, impartial",A-2
2028,anécdota,nf,anecdote,A-2
2029,universitario,adj,university,A-2
2030,sensible,adj,"sensitive, sentient",A-2
2031,leyenda,nf,legend,A-2
2032,muerto,nm,dead person,B-2
2033,azúcar,nm,sugar,A-3
2034,multiplicar,v,multiply,A-2
2035,inclinación,nf,"slope, incline, tendency",A-2
2036,formal,adj,"formal, polite",A-1-a
2037,doler,v,hurt,B-2
2038,primitivo,adj,primitive,A-2
2039,oculto,adj,"hidden, occult",A-3
2040,rostro,nm,"face, countenance",B-2
2041,separación,nf,separation,A-2
2042,eco,nm,"echo, response",A-1-a
2043,definido,adj,definite,A-2
2044,favorecer,v,"favor, help",A-3
2045,cita,nf,"appointment, date, quotation",B-2
2046,actualidad,nf,present (time),B-2
2047,externo,adj,"external, outward",A-2
2048,escoger,v,choose,B-2
2049,colgar,v,hang (up),B-2
2050,fantasía,nf,"fantasy, fancy",A-2
2051,promesa,nf,promise,A-2
2052,pata,nf,"leg, paw",B-2
2053,llover,v,to rain,B-2
2054,foto,nf,"photo, picture",A-1-a
2055,administración,nf,administration,A-2
2056,absorber,v,"absorb, soak up",A-2
2057,civilización,nf,civilization,A-2
2058,organizado,adj,organized,A-2
2059,ocupación,nf,"occupation, use",A-2
2060,mero,adj,mere,A-1-b
2061,asiento,nm,"seat, chair",B-2
2062,compuesto,adj,"composite, mixed",A-3
2063,imitar,v,"imitate, copy, mimic",A-2
2064,solitario,adj,"solitary, lonely",A-2
2065,pista,nf,"clue, track, trace",B-2
2066,testimonio,nm,"testimony, evidence",A-2
2067,regalo,nm,"gift, present",B-2
2068,educar,v,educate,A-2
2069,comprometer,v,compromise,A-2
2070,aproximar,v,"come near, closer",A-3
2071,bailar,v,dance,B-2
2072,inspirar,v,"inspire, inhale",A-2
2073,contradicción,nf,contradiction,A-2
2074,agarrar,v,"grasp, catch",B-2
2075,metal,nm,metal,A-1-a
2076,aceite,nm,oil,B-2
2077,prolongar,v,"extend, prolong",A-2
2078,código,nm,code,A-2
2079,estricto,adj,"strict, rigorous",A-2
2080,doloroso,adj,painful,A-3
2081,unión,nf,union,A-2
2082,extensión,nf,"extension, area, expanse",A-2
2083,duro,nm,duro (money),B-2
2084,adentro,adv,inside,B-2
2085,idéntico,adj,identical,A-2
2086,previsto,adj,"foreseen, planned",B-2
2087,adaptar,v,adapt,A-2
2088,varón,nm,"male, man",B-2
2089,situar,v,"situate, place, locate",A-2
2090,característico,adj,characteristic,A-2
2091,evidencia,nf,"evidence, certainty",A-2
2092,dignidad,nf,dignity,A-2
2093,escándalo,nm,scandal,A-2
2094,colega,nc,colleague,A-3
2095,horario,nm,"schedule, timetable",B-2
2096,orilla,nf,"shore, edge",B-2
2097,curar,v,cure,A-1-a
2098,copia,nf,copy,A-1-b
2099,huella,nf,"trace, track, footstep",B-2
2100,desempeñar,v,"carry out, fulfill",B-2
2101,ejemplar,nm,"copy, issue",A-2
2102,extraer,v,"extract, take out",A-2
2103,cura,nmf,"priest (m), cure (f)",A-3
2104,apagar,v,"turn off, extinguish",B-2
2105,prever,v,"foresee, anticipate, forecast",A-3
2106,garantía,nf,"guarantee, warranty",B-2
2107,vaso,nm,"(drinking) glass, vase",B-2
2108,perfil,nm,"profile, outline",A-1-a
2109,proporción,nf,proportion,A-2
2110,expulsar,v,"expel, throw out",A-3
2111,ceremonia,nf,ceremony,A-2
2112,vidrio,nm,"glass, pane",B-2
2113,ruta,nf,route,A-3
2114,anuncio,nm,"advertisement, announcement",B-2
2115,trece,num,thirteen,B-2
2116,soledad,nf,"loneliness, solitude",B-2
2117,tesis,nf,"thesis, exposition",A-1-b
2118,rincón,nm,"corner, nook",B-2
2119,nariz,nf,nose,B-2
2120,ochenta,num,eighty,B-2
2121,bolsillo,nm,pocket,B-2
2122,exhibir,v,"exhibit, show off",A-2
2123,asociación,nf,association,A-2
2124,fresco,adj,"cool, healthy, fresh",B-2
2125,mando,nm,"command, authority",B-2
2126,sabor,nm,"taste, flavor, sensation",B-2
2127,década,nf,decade,A-2
2128,preparación,nf,"preparation, training",A-2
2129,tapar,v,"cover, wrap",B-2
2130,acceder,v,"consent, agree, accede",A-3
2131,atractivo,adj,attractive,A-2
2132,afecto,nm,"affection, fondness",A-2
2133,encender,v,turn on,B-2
2134,protesta,nf,"objection, protest",A-1-b
2135,patria,nf,"native land, fatherland",A-3
2136,consumo,nm,consumption,A-2
2137,católico,adj,Catholic,A-2
2138,selva,nf,"forest, jungle",B-2
2139,deuda,nf,debt,B-2
2140,horizonte,nm,horizon,A-2
2141,disparar,v,shoot (at),B-2
2142,masculino,adj,"masculine, manly, male",A-2
2143,talento,nm,"talent, skill",A-1-a
2144,gas,nm,gas,A-1-a
2145,té,nm,tea,B-2
2146,gloria,nf,"glory, fame",A-1-b
2147,cansado,adj,"tired, tiresome",B-2
2148,noviembre,nm,November,A-3
2149,candidato,nm,candidate,A-2
2150,llave,nf,"key, faucet, wrench",B-2
2151,inconveniente,nm,"inconvenience, drawback",A-2
2152,afán,nm,"eagerness, zeal, effort",B-2
2153,atar,v,tie (up),B-2
2154,etcétera,n,etcetera,A-1-a
2155,comisión,nf,"commission, committee",A-2
2156,desesperado,adj,"desperate, hopeless",B-2
2157,generar,v,generate,A-2
2158,posesión,nf,possession,A-2
2159,dama,nf,"lady, dame",B-2
2160,onda,nf,"wave, ripple",B-2
2161,botella,nf,"bottle, flask",B-2
2162,torre,nf,tower,B-2
2163,abarcar,v,"encompass, comprise",B-2
2164,combinación,nf,combination,A-2
2165,cadáver,nm,"corpse, body",A-3
2166,paquete,nm,"package, packet",A-1-b
2167,apellido,nm,last name,B-2
2168,caído,adj,fallen,B-2
2169,japonés,adj,Japanese,B-2
2170,brindar,v,offer,B-2
2171,conferencia,nf,"conference, lecture",A-2
2172,espontáneo,adj,spontaneous,A-2
2173,propuesta,nf,"proposal, proposition",B-2
2174,intensidad,nf,"intensity, force",A-2
2175,explosión,nf,explosion,A-2
2176,urbano,adj,"urban, city, urbane",A-2
2177,odio,nm,hatred,B-2
2178,valioso,adj,"valuable, precious",B-2
2179,universo,nm,universe,A-2
2180,agudo,adj,"sharp, acute",B-2
2181,milagro,nm,miracle,A-2
2182,entrega,nf,delivery,B-2
2183,repente,adv,de + repente: suddenly.,B-2
2184,solucionar,v,"solve, settle",A-2
2185,mapa,nm,map,A-1-b
2186,héroe,nm,hero,A-1-a
2187,lunes,nm,Monday,B-2
2188,tráfico,nm,"traffic, trade",A-2
2189,terror,nm,"terror, horror",A-1-a
2190,casualidad,nf,"chance, coincidence",B-2
2191,tonto,adj,"stupid, dumb",B-2
2192,risa,nf,"laugh, chuckle",A-3
2193,cuerda,nf,"cord, rope",B-2
2194,consulta,nf,"consultation, advice",A-2
2195,edición,nf,"edition, publication",A-2
2196,acomodar,v,be/make comfortable,A-3
2197,rayo,nm,"ray, beam, lightning",A-1-a
2198,cuadrado,adj,square,B-2
2199,tía,nf,aunt,B-2
2200,adulto,nm,"adult, grown-up",A-1-a
2201,voto,nm,vote,A-3
2202,calma,nf,"calm, lull",A-1-b
2203,sorprendente,adj,"surprising, astonishing",B-2
2204,favorable,adj,"favorable, suitable",A-2
2205,oferta,nf,"offer, bid, supply",A-1-a
2206,vergüenza,nf,embarrassment,B-2
2207,ave,nm,bird,A-3
2208,rodilla,nf,knee,B-2
2209,paseo,nm,"walk, ride",B-2
2210,variar,v,"change, vary",A-1-a
2211,culpable,adj,guilty,A-3
2212,normalmente,adv,normally,A-2
2213,secundario,adj,secondary,A-2
2214,registro,nm,"register, record",A-3
2215,infinito,adj,infinite,A-2
2216,válido,adj,valid,A-1-a
2217,gordo,adj,"fat, thick",B-2
2218,pintor,nm/f,painter,A-3
2219,delito,nm,"crime, offense",B-2
2220,vestido,nm,dress,B-2
2221,relato,nm,"tale, story",B-2
2222,baile,nm,"dance, ball",B-2
2223,misterio,nm,mystery,A-2
2224,otorgar,v,"give, grant, award",B-2
2225,ciclo,nm,cycle,A-2
2226,principalmente,adv,"principally, mainly",A-2
2227,cesar,v,"cease, stop",A-3
2228,síntoma,nm,symptom,A-2
2229,amenaza,nf,threat,B-2
2230,acá,adv,"here, around here",B-2
2231,recorrido,nm,"journey, itinerary, route",B-2
2232,concepción,nf,conception,A-2
2233,tristeza,nf,sadness,B-2
2234,vaca,nf,cow,A-3
2235,criatura,nf,"creature, child",A-2
2236,creencia,nf,belief,B-2
2237,desagradable,adj,unpleasant,B-2
2238,núcleo,nm,"nucleus, core",A-2
2239,amenazar,v,threaten,B-2
2240,perdón,nm,"forgiveness, pardon",A-3
2241,madrugada,nf,"dawn, daybreak",B-2
2242,agresivo,adj,aggressive,A-2
2243,obrero,nm/f,"worker, laborer",B-2
2244,parado,adj,"stopped, standing",B-2
2245,callar,v,be/make quiet,B-2
2246,cariño,nm,"love, affection",A-3
2247,vigilar,v,"watch over, guard",A-3
2248,ángel,nm,angel,A-1-a
2249,rigor,nm,"harshness, rigor",A-1-a
2250,orientar,v,"guide, show the way",A-2
2251,contraste,nm,contrast,A-2
2252,turno,nm,"turn, shift; en turno a: around",A-1-a
2253,exclusivo,adj,exclusive,A-2
2254,portar,v,"behave [se], carry",A-3
2255,reino,nm,"kingdom, reign",B-2
2256,aproximadamente,adv,approximately,A-2
2257,prohibido,adj,prohibited,A-2
2258,funcionamiento,nm,"functioning, operation",B-2
2259,auto,nm,"auto, car",A-1-a
2260,ala,nf (el),"wing, flank",B-2
2261,debate,nm,debate,A-1-b
2262,grueso,adj,thick,B-2
2263,aplicación,nf,application,A-2
2264,laboratorio,nm,laboratory,A-2
2265,urgente,adj,urgent,A-2
2266,vendedor,nm/f,salesperson,B-2
2267,copa,nf,"cup, glass, top (tree)",B-2
2268,avisar,v,"inform, announce",B-2
2269,renovar,v,"renew, renovate",A-2
2270,tratado,nm,"treaty, treatise",B-2
2271,democrático,adj,democratic,A-2
2272,soltar,v,"release, loosen, let out",B-2
2273,abordar,v,"board, get in/on",B-2
2274,castigar,v,punish,B-2
2275,rechazo,nm,"rejection, refusal",B-2
2276,totalidad,nf,"whole, totality",A-2
2277,fracasar,v,"fail, to be unsuccessful",B-2
2278,catorce,num,fourteen,B-2
2279,calificar,v,"grade, rate, qualify",A-3
2280,juntar,v,bring together,B-2
2281,papá,nm,dad,A-1-a
2282,necesariamente,adv,necessarily,A-2
2283,considerable,adj,considerable,A-2
2284,cero,num,"zero, naught, nil",A-1-a
2285,ejecutar,v,"execute, carry out",A-2
2286,mamá,nf,mom,B-2
2287,vela,nf,"candle, sail, vigil",B-2
2288,protestar,v,"protest, object",A-2
2289,establecimiento,nm,establishment,A-2
2290,gris,adj,"gray, gloomy",B-2
2291,matiz,nm,"shade, tint, nuance",B-2
2292,impresionar,v,impress,A-2
2293,meta,nf,"goal, aim, purpose",B-2
2294,comportar,v,behave,A-3
2295,básico,adj,"basic, essential",A-2
2296,comodidad,nf,"comfort, convenience",A-2
2297,pariente,nc,relative,A-3
2298,abandonado,adj,abandoned,A-2
2299,distribución,nf,distribution,A-2
2300,invitación,nf,invitation,A-2
2301,destrucción,nf,destruction,A-2
2302,indígena,adj,"indigenous, native",A-2
2303,moreno,adj,"dark, brown",B-2
2304,alegre,adj,"happy, lively, cheerful",B-2
2305,opción,nf,"option, choice",A-2
2306,extenso,adj,"extensive, large",A-2
2307,ruso,adj,Russian,B-2
2308,máximo,nm,maximum,A-3
2309,tarjeta,nf,card,A-3
2310,fase,nf,"phase, stage",A-3
2311,veinticinco,num,twenty-five,B-2
2312,tropa,nf,"troops, forces",A-3
2313,remoto,adj,"remote, far-off",A-2
2314,socio,nm,"member, partner",A-3
2315,comunista,adj,Communist,A-2
2316,abundante,adj,"abundant, plentiful",A-2
2317,dibujar,v,"draw, sketch",B-2
2318,guía,nc,"guide, leader",B-2
2319,judío,adj,Jewish,B-2
2320,impresionante,adj,"impressive, astonishing",A-2
2321,hielo,nm,ice,B-2
2322,gobernar,v,govern,A-2
2323,occidental,adj,"occidental, western",A-2
2324,deshacer,v,"undo, destroy, take apart",B-2
2325,primavera,nf,"spring, spring-like",B-2
2326,mutuo,adj,mutual,A-2
2327,simpatía,nf,"sympathy, affinity",A-2
2328,reconstruir,v,reconstruct,A-2
2329,centímetro,nm,centimeter,A-2
2330,pantalla,nf,"screen, monitor",B-2
2331,toro,nm,bull,A-3
2332,denunciar,v,denounce,A-3
2333,cultivo,nm,"cultivation, crop",A-2
2334,horror,nm,"horror, atrocity",A-1-a
2335,bienestar,nm,"wellbeing, welfare",B-2
2336,paciencia,nf,patience,A-2
2337,ay,interj,"oh no!, oh my!",B-1
2338,romántico,adj,romantic,A-2
2339,convicción,nf,conviction,A-2
2340,plenamente,adv,fully,B-2
2341,uniforme,nm,uniform,A-1-a
2342,media,nf,average; a medias: halfways,A-3
2343,mínimo,nm,minimum,A-2
2344,doscientos,num,two hundred,B-2
2345,garantizar,v,guarantee,A-2
2346,compañera,nf,female companion,A-3
2347,pintado,adj,painted,B-2
2348,combinar,v,combine,A-2
2349,junio,nm,June,B-2
2350,drama,nm,drama,A-1-a
2351,distante,adj,"distant, far, remote",A-2
2352,sencillamente,adv,simply,B-2
2353,equivocado,adj,"mistaken, wrong",B-2
2354,doble,nm,double,A-1-b
2355,episodio,nm,"episode, incident",A-2
2356,divertir,v,"amuse, entertain",A-3
2357,afirmación,nf,"statement, assertion",A-2
2358,conquistar,v,"conquer, win (over)",A-2
2359,bar,nm,"(snack) bar, café",A-1-a
2360,fantástico,adj,"fantastic, unreal",A-2
2361,liberación,nf,liberation,A-2
2362,actualmente,adv,"now, at present",A-2
2363,envolver,v,wrap,B-2
2364,estancia,nf,"stay, stance, ranch",B-2
2365,emprender,v,"undertake, embark on",B-2
2366,anticipar,v,"anticipate, advance",A-2
2367,humilde,adj,"humble, modest",A-3
2368,variedad,nf,variety,A-2
2369,desarrollado,adj,"developed, grown",B-2
2370,capitán,nm,"captain, chief",A-2
2371,droga,nf,drug,B-2
2372,específico,adj,specific,A-2
2373,taller,nm,"workshop, shop",B-2
2374,desorden,nm,"disorder, mess",B-2
2375,quebrar,v,"break, bend, weaken",B-2
2376,encerrado,adj,locked (up),B-2
2377,esclavo,nm,slave,B-2
2378,injusto,adj,"unfair, unjust",A-2
2379,sucesivo,adj,"successive, following",A-2
2380,sumamente,adv,"extremely, highly",B-2
2381,feo,adj,"ugly, nasty, rude",B-2
2382,equilibrar,v,balance,B-2
2383,asomar,v,"appear, show, stick (out)",B-2
2384,optar,v,"choose, opt for",A-1-a
2385,manejo,nm,"handling, management",B-2
2386,lágrima,nf,"tear, teardrop",B-2
2387,colaboración,nf,collaboration,A-2
2388,orgulloso,adj,"proud, arrogant",B-2
2389,ángulo,nm,angle,A-1-b
2390,impacto,nm,impact,A-2
2391,urgencia,nf,urgency,A-2
2392,excepcional,adj,"exceptional, unusual",A-2
2393,creador,nm,creator,A-2
2394,luna,nf,moon,A-3
2395,instalación,nf,"installation, facilities",A-2
2396,homenaje,nm,"homage, tribute",B-2
2397,ruina,nf,"ruin, collapse",A-1-a
2398,generoso,adj,generous,A-2
2399,académico,adj,academic,A-2
2400,azar,nm,"random, chance, hazard",B-2
2401,estallar,v,"break out, explode, start",B-2
2402,copiar,v,copy,A-1-a
2403,inaugurar,v,"inaugurate, start",A-2
2404,apretar,v,"squeeze, tighten, compress",B-2
2405,razonable,adj,reasonable,A-2
2406,ola,nf,"wave, billow",B-2
2407,oreja,nf,ear,B-2
2408,abuela,nf,grandmother,B-2
2409,amable,adj,"kind, nice, friendly",B-2
2410,doña,nf,"courtesy title (f), Mrs.",B-2
2411,rígido,adj,"rigid, stiff, firm",A-1-a
2412,arco,nm,"arch, arc, bow",A-1-a
2413,oriente,nm,East,A-2
2414,rumbo,nm,"direction, course, bearing",B-2
2415,ejecución,nf,"performance, execution",A-2
2416,mentir,v,(tell a) lie,B-2
2417,ordenado,adj,"organized, clean",A-2
2418,contratar,v,"hire, contract",A-2
2419,caos,nm,chaos,A-1-a
2420,colonia,nf,"colony, cologne",A-2
2421,alcohol,nm,alcohol,A-1-a
2422,apropiado,adj,appropriate,A-2
2423,nieve,nf,snow,B-2
2424,multitud,nf,multitude,A-2
2425,ganado,nm,"livestock, cattle",B-2
2426,pez,nm,(alive) fish,A-3
2427,líder,nc,leader,A-3
2428,resuelto,adj,"resolved, determined",B-2
2429,club,nm,"club, society",A-1-a
2430,posteriormente,adv,afterwards,A-2
2431,desierto,nm,desert,A-1-b
2432,escritura,nf,"writing, scripture",A-3
2433,árabe,adj,Arab,B-2
2434,danza,nf,dance,B-2
2435,concierto,nm,"concert, concerto",A-2
2436,partidario,nm,"supporter, partisan",B-2
2437,templo,nm,"temple, church",A-2
2438,líquido,nm,liquid,A-2
2439,debilidad,nf,weakness,B-2
2440,ambición,nf,ambition,A-2
2441,locura,nf,"madness, insanity",B-2
2442,comerciante,nc,"merchant, businessman",A-3
2443,camisa,nf,shirt,A-3
2444,pluma,nf,"pen, feather",B-2
2445,pelota,nf,ball,A-3
2446,pasaje,nm,"fare, passage, lane",B-2
2447,limpieza,nf,"cleanliness, purity",B-2
2448,admiración,nf,admiration,A-2
2449,fantasma,nm,"ghost, phantom",A-3
2450,transformación,nf,transformation,A-2
2451,caza,nf,hunting (game),B-2
2452,retener,v,"keep, retain",A-3
2453,cruel,adj,"cruel, harsh",A-1-a
2454,prender,v,"turn on, apprehend",B-2
2455,almacén,nm,"warehouse, store",B-2
2456,expectativa,nf,"expectation, hope, prospect",A-2
2457,ruptura,nf,"break-up, rupture",A-2
2458,inversión,nf,"investment, outlay",A-2
2459,visible,adj,visible,A-2
2460,herida,nf,"wound, injury",B-2
2461,hipótesis,nf,hypothesis,A-2
2462,formular,v,formulate,A-2
2463,poquito,adj,little bit,B-2
2464,variado,adj,"varied, mixed",A-2
2465,giro,nm,"turn, draft, expression",B-2
2466,esquema,nm,"outline, diagram, plan",A-3
2467,mito,nm,myth,A-1-a
2468,oscuridad,nf,darkness,B-2
2469,pensión,nf,boarding house,A-2
2470,desaparición,nf,disappearance,B-2
2471,repetido,adj,repeated,A-2
2472,fumar,v,smoke,B-2
2473,envuelto,adj,wrapped,B-2
2474,especializar,v,"specialize, major in",A-2
2475,últimamente,adv,"lately, recently",B-2
2476,caracterizar,v,"characterize, portray",A-2
2477,paralelo,adj,parallel,A-1-a
2478,ordinario,adj,"vulgar, ordinary",A-2
2479,designar,v,designate,A-2
2480,bloque,nm,block,A-1-a
2481,cierre,nm,"zipper, closing",B-2
2482,broma,nf,joke,B-2
2483,viernes,nm,Friday,B-2
2484,creciente,adj,"growing, increasing",A-3
2485,tumba,nf,"tomb, grave",A-1-b
2486,competir,v,compete,A-2
2487,despacho,nm,"office, study",B-2
2488,viuda,nf,widow,B-2
2489,pantalón,nm,"pants, trousers",B-2
2490,intercambio,nm,"exchange, interchange",B-2
2491,mancha,nf,"stain, spot",B-2
2492,retrato,nm,"portrait, photograph",A-3
2493,lata,nf,(tin) can,B-2
2494,combate,nm,"combat, battle, fight",A-2
2495,instancia,nf,instance,A-2
2496,secar,v,dry,B-2
2497,roca,nf,rock,A-1-a
2498,herramienta,nf,tool,B-2
2499,anónimo,adj,anonymous,A-2
2500,panorama,nm,"panorama, landscape",A-2
2501,trágico,adj,tragic,A-2
2502,imprimir,v,to print,A-3
2503,camión,nm,"truck, van, tanker",B-2
2504,olvido,nm,"forgetfulness, omission",B-2
2505,estrategia,nf,strategy,A-2
2506,muchacha,nf,girl,B-2
2507,conversar,v,"converse, talk",A-2
2508,propaganda,nf,"advertising, propaganda",A-1-a
2509,lamentar,v,to regret,A-3
2510,misa,nf,(religious) mass,B-2
2511,alzar,v,"lift, raise",B-2
2512,inicio,nm,"beginning, start",B-2
2513,fútbol,nm,soccer,A-1-b
2514,esfera,nf,"sphere, globe",A-3
2515,iluminar,v,"illuminate, light up",A-2
2516,arquitectura,nf,architecture,A-2
2517,especialidad,nf,"specialty, specialized field",A-2
2518,músico,nm/f,musician,A-2
2519,relativamente,adv,relatively,A-2
2520,eh,interj,eh,B-1
2521,eje,nm,"axis, shaft, crux",A-3
2522,guiar,v,"guide, lead, steer",A-3
2523,efectuar,v,"carry out, cause to happen",B-2
2524,abandono,nm,"abandonment, desertion",A-2
2525,museo,nm,museum,A-2
2526,propietario,nm,owner,A-3
2527,trozo,nm,"piece, chunk",B-2
2528,riguroso,adj,"rigorous, severe",A-2
2529,armonía,nf,harmony,A-2
2530,pacto,nm,"pact, agreement",A-1-b
2531,calentar,v,"warm, heat",B-2
2532,atento,adj,"attentive, polite",A-2
2533,selección,nf,"selection, choice",A-2
2534,proseguir,v,"continue, carry on",B-2
2535,incómodo,adj,uncomfortable,B-2
2536,protagonista,nc,"protagonist, main character",A-2
2537,ferrocarril,nm,railway,A-3
2538,inocente,adj,"innocent, naïve",A-2
2539,fatal,adj,"fateful, deadly, awful",A-1-a
2540,intimidad,nf,"private life, intimacy",A-2
2541,enfrente,adv,in front (of),B-2
2542,nave,nf,"spacecraft, ship",A-3
2543,oración,nf,prayer,A-3
2544,cansancio,nm,"tiredness, weariness",B-2
2545,noble,adj,noble,A-1-a
2546,escondido,adj,hidden,B-2
2547,tejido,nm,"fabric, tissue",B-2
2548,trampa,nf,"trick, trap; hacer trampa: to cheat",A-1-b
2549,hondo,adj,deep,B-2
2550,descripción,nf,description,A-2
2551,pecado,nm,sin,B-2
2552,cansar,v,"tire, annoy",B-2
2553,divertido,adj,"funny, amusing",A-3
2554,injusticia,nf,injustice,A-2
2555,heredar,v,to inherit,A-3
2556,librar,v,"liberate, set free",A-2
2557,adiós,nm,goodbye,B-2
2558,brillar,v,"shine, twinkle, be outstanding",B-2
2559,rescatar,v,"rescue, save",B-2
2560,tabaco,nm,"tobacco, cigarette, cigar",A-1-a
2561,juvenil,adj,"young, juvenile",A-2
2562,ausente,adj,absent,A-2
2563,suceso,nm,"event, incident",A-3
2564,extrañar,v,"miss, long for",B-2
2565,asustar,v,"frighten, scare",B-2
2566,mediado,adj,"mid, middle",A-3
2567,antecedente,nm,antecedent,A-2
2568,barrera,nf,"barrier, obstacle",B-2
